,game,release_date,genre,platforms,developer,esrb_rating,ESRBs,metascore,userscore,critic_reviews,user_reviews,num_players,summary
736,ESPN NBA Basketball,"Oct 21, 2003","Sports, Traditional, Basketball, Sim",PlayStation 2,Visual Concepts,E,,89,8.4,18,39,1-10 Players,"ESPN Presentation - Step up and join the most anticipated presentation known to date! With detailed visuals, picture-in-picture introductions, a variety of eye-catching callouts and new studio and color commentary -- why settle for anything less! The next step in realism, accurate player models bring extremely natural looking players to life while all-new game lighting raises the standard for detail with realistic self-shadowing, creating a more dynamic look and feel for every NBA player! Total Game Control - Incredible dribble moves, stellar passing control, split second defensive reactions -- all at your fingertips as you control every aspect of your NBA game on both sides of the court! Intuitive Showtime Pass Mechanics - Your game, your show! Conquer every defense with a variety of jaw dropping no-look and behind-the-back passes, setting up monstrous finishes around the rim! Smart Camera Intelligence - Innovative, new picture angles based on ESPN's broadcast cameras will tightly follow all of the NBA action, offering the perfect viewing perspective of every play."
737,Tiger Woods PGA Tour 2004,"Sep 22, 2003","Sports, Traditional, Golf, Sim",Xbox,EA Sports,E,,89,7.2,18,17,1-4 Players,"While professional golfer Tiger Woods has no equal on the PGA Tour, you now have the chance to build a golfer that's even better. Take your custom golfer through the trials and tribulations of all the courses in Tiger Woods PGA Tour 2004, earning cash to spend on new digs and advanced equipment. Use the analog stick to shape any shot type such as the flop or punch. Go head-to-head against the computer, a friend, or an online player with PS2's network adapter. With all the top competition on some of the most famous fairways and greens ever, this is the one of the most complete golf experiences yet. "
738,Tom Clancy's Splinter Cell,"Apr 10, 2003","Action Adventure, Modern",GameCube,Ubisoft Shanghai,T,Blood and Gore Violence,89,8.3,19,32,1 Player,"Infiltrate terrorists' positions, acquire critical intelligence by any means necessary, execute with extreme prejudice, and exit without a trace.  In Tom Clancy's Splinter Cell, you are Sam Fisher, a highly trained secret operative of the NSA's secret arm: Third Echelon.  Suit up with the latest classified field operative gear and weapons as you travel through diverse mission objectives.  The world's future is in your hands, as cyber terrorism and international tensions are about to explode into WWIII."
739,NHL 2K3,"Dec 11, 2002","Sports, Traditional, Ice Hockey, Sim",GameCube,Treyarch,E,Violence,89,6.2,11,10,1-4 Players,"Now that the series has moved on to all platforms, no one will have an excuse not to play what has become the best hockey game series on the market."
740,NBA Street,"Jun 18, 2001","Sports, Traditional, Basketball, Arcade",PlayStation 2,NuFX,E,,89,8.5,22,46,1-2 Players,"With an ""SSX""-like trick system and the rejuvenation of the blocked shot, it seems that EA's reinvention of ""NBA Jam""-style hoops should do for basketball what the Tony Hawk series did for skateboarding."
741,Railroad Tycoon II,"Nov  2, 1998","Strategy, Tycoon, Management, Tycoon, Business / Tycoon",PC,PopTop Software,E,,89,8.5,11,98,1-8 Players,"Ride the Iron Horse. It can take you from New York to South Africa. It can take you from the year 1804 to the year 2000. It can take you from penniless manual laborer to powerful multi-millionaire. It can take you from a normal, well-adjusted, well-rounded person to an obsessed, singled-minded, one-tracked trainhead. This is a real railroad game, not just a strategy game that happens to involve railroads. If you want to hop on a plane, car or ship, hop on another game. This game is about trains for people who love trains. Everything about the game is centered around an authentic look and feeling of the railways. Period video and pictures are interlaced with the game. The design and interface are true to the character of the fabled late 1800's railroads. A.I. opponents are based on real people. And all maps are real (based on satellite photography from US Geological Service and other sources). [Gathering of Developers]"
742,Burnout Paradise,"Jan 22, 2008","Driving, Racing, Arcade, Arcade, Automobile",Xbox 360,Criterion Games,E10+,Language Violence,88,7.1,68,322,"1 Player, 8 Players Online Up to 8 Players","Burnout Paradise proves that crashing is awesome! Next generation technology has enabled an unprecedented level of crash deformation allowing you to experience the most explosive pile-ups in the series’ history. Now the development team can realize their original vision for the Burnout franchise: an open world environment where you can do anything, anywhere, anytime. Feel the adrenaline course through your veins as you take to the road for the first time in Paradise City, where the action is all around you. Explore the city, discover events, and look for the best opportunities to crash, jump and pull signature takedowns. In Burnout Paradise you're given the keys to the city, but it's up to you to earn the keys to the meanest and most dangerous cars on the street, and earn your Burnout license. [Electronic Arts]"
743,Asgard's Wrath,"Oct 10, 2019","Role-Playing, Action Adventure, General, Action RPG",PC,Sanzaru,M,,88,8.2,15,82,1 Player,Unleash the wrath of the Gods in a mythical Norse adventure that can only unfold in VR. Forge your destiny as both a mortal hero and living god in an action role playing game of unworldly depth.
744,Wipeout Pure,"Mar 16, 2005","Driving, Racing, Arcade, Futuristic, Futuristic",PSP,Studio Liverpool,E,Fantasy Violence,88,8.0,56,116,"1-8 Players, Up to 8 Players","The latest and the greatest in the seminal WipEout series, ""Pure"" distils the essence of anti-gravity racing and futuristic adrenaline-fuelled combat. Hi-tech weapons, hi-octane speed and a high-tempo dance soundtrack combine to deliver an explosive taste of the future directly into your hands. Features all-new environments and race craft plus a pumping soundtrack specially created for the game by a range of top artists. Post launch downloads give you access to extra circuits, new craft, personalized skins and additional music. Go head-to-head full-screen in 8-player tournaments via WiFi. [SCEA]"
745,The Beatles: Rock Band,"Sep  9, 2009","Action, Miscellaneous, Rhythm, Music, Music",PlayStation 3,Harmonix Music Systems,T,Mild Lyrics Tobacco Reference,88,8.1,60,75,Up to 6 Players,"The game represents the first time fans will be able to experience The Beatles’ musical career for themselves. From the early touring days in 1963 Liverpool to the immortal, final performance on the Apple Corps rooftop, fans can follow in the band’s footsteps as they traverse the globe during the height of Beatlemania. Adding to the experience is the introduction of three-part vocal harmonies to game play, allowing gamers to revel in the unparalleled vocal stylings of the Fab Four. Beatles fans will also be thrilled to hear previously unreleased authentic voice recordings from John, Paul, George and Ringo chatting between takes during studio sessions recorded at Abbey Road more than four decades ago. The game begins during the band's earliest days at The Cavern Club in Liverpool, England. Gamers then travel across the Atlantic to experience the band's unforgettable 1964 performance on The Ed Sullivan Show, the sold-out concert at New York’s Shea Stadium in 1965, and conclude at The Beatles’ memorable concert at Budokan in Tokyo, Japan in 1966. The Beatles' studio years come to life in legendary Studio 2 at Abbey Road Studios. Highlighting the studio years are inspired artistic visual expressions known as Dreamscapes, intended to transport players to imaginative environments that capture the essence of The Beatles’ genre-busting musical and fashion transformations during their later years. The game follows The Beatles to 1969 where story mode culminates with their final performance on the rooftop of the Apple Corps Headquarters. The Beatles: Rock Band offers a new set of hardware representing the instruments made famous by John, Paul, George and Ringo. Featured in the set are the Rickenbacker 325 and Gretsch Duo Jet guitars - hailed as two of the celebrated, signature instruments played by John Lennon and George Harrison throughout their careers. Also included is a Höfner bass controller - a large-scale version of the bass famously used by Sir Paul McCartney. Rounding out the set is a Ringo Starr inspired, Ludwig-branded Rock Band 2 drum set with a classic pearl finish and vintage remake of a Beatles kick drum head. [MTV Games]"
746,A Short Hike,"Aug 18, 2020","Adventure, General",Switch,adamgryu,E,,88,8.6,17,165,1 Player,"Follow the marked trails or explore the backcountry as you make your way to the summit. Along the way, meet other hikers, discover hidden treasures, and take in the world around you. Explore the island any way you like. Choose your own path to follow and see where it leads you. You never know what you might stumble into!
    Hike at your own pace - there's no need to rush to the summit! Take your time fishing along the river banks or swimming by the lakeshore.
    Collect hidden treasures to reach new heights. Try taking a dive off the mountain peaks to soar above the forests.
    Chat with the other hikers you meet along your route. You might be able to help each other out!
    Listen to a lush original soundtrack by Mark Sparling that progresses dynamically as you explore the wilderness.

"
747,XCOM 2: War of the Chosen,"Aug 29, 2017","Strategy, Turn-Based, Tactics",PC,Firaxis Games,T,,88,8.0,39,300,1 Player,"XCOM 2: War of the Chosen adds extensive new content in the fight against ADVENT when additional resistance factions form in order to eliminate the alien threat on Earth. In response, a new enemy, known as the “Chosen,” emerges with one goal: recapture the Commander. This expansion includes new Hero classes to counter the “Chosen”, new enemies, missions, environments and increased depth in strategic gameplay."
748,Fez,"Apr 14, 2021","Action, Platformer, 2D",Switch,Polytron Corp.,,,88,7.0,13,43,1 Player,Gomez is a 2D man on a voyage of discovery into the mysterious 3rd dimension. Change your perspective and look at the world in a different way.
749,Fallout 4,"Nov 10, 2015","General, Role-Playing, Western-Style",Xbox One,Bethesda Game Studios,M,,88,6.6,39,2168,1 Player,"As the sole survivor of Vault 111, you enter a world destroyed by nuclear war. Every second is a fight for survival, and every choice is yours. Only you can rebuild and determine the fate of the Wasteland. Welcome home."
750,DUSK,"Dec 10, 2018","Action, Shooter, First-Person, Arcade",PC,New Blood Interactive,,,88,8.4,19,210, Online Multiplayer,"Battle through an onslaught of mystical backwater cultists, possessed militants & even darker forces as you attempt to discover just what lurks beneath the Earth in this retro FPS inspired by the '90s legends. "
751,Tiger Woods PGA Tour 2005,"Sep 20, 2004","Sports, Traditional, Golf, Sim",PlayStation 2,EA Sports,E,,88,8.2,30,20,"1-4 Players, 2 Players Online","TigerProofing is a revolutionary course-altering system that allows players to modify course dynamics and create the most intensely competitive course imaginable. Alter tee-box length, width and patterns on fairways and greens, the depth of a greenside bunker, and even the color of the leaves on the trees, course moisture and the season which you play. Take on the legends of golf including Arnold Palmer, Jack Nicklaus, and Ben Hogan and become a legend yourself! EA SPORTS GameFace II: The industry-leading GameFace technology just got a whole lot deeper with more control and freedom to express your creative vision from a youthful prodigy to a grizzled old veteran. Eight new licensed courses and two new fantasy courses have been added for a total of 14 courses. New licensed courses for console only include Coeur d?Alene and Colonial Country Club. New licensed courses for both console and PC include, Sherwood Country Club, Fancourt Golf Club Estate and Troon North ? Monument Course. Compete as or against 15 different PGA TOUR players including Tiger Woods, John Daly, Vijay Singh, Charles Howell III, Notah Begay III, and Jesper Parnevik, among others. Total Precision Swing: New putting and chipping systems allow for more control on the green or when you leave an approach shot short. In PGA TOUR Season Mode, play along with the 52-week PGA TOUR calendar of events for up to 10 seasons. Obtain sponsorships from real golf equipment manufacturers throughout your career and drive to surpass Tiger as number one on the overall money list. [EA Sports]"
752,Microsoft Flight Simulator 2004: A Century of Flight,"Jul 29, 2003","Simulation, Flight, Civilian Plane, Civilian",PC,Microsoft Game Studios,E,,88,7.8,22,55,1-16 Players,"Experience history at the controls of historic aircraft, such as Charles Lindbergh's Ryan NYP Spirit of St. Louis, the Douglas DC-3 and the world's first successful powered aircraft, the Wright Flyer. New engaging features such as interactive multimedia provide a wealth of historical information on the planes that shaped aviation history and the pilots who flew them. Informed and insightful articles explain all there is to know about Microsoft's Flight Simulator and the 24 aircraft included in the software. A Century of Flight also introduces an updated, dynamic weather system, enhanced automatically generated scenery (AutoGen) and detailed visual effects, improved Air Traffic Control functions, and 3D interactive cockpits, as well as 15 modern aircraft, including the Beechcraft Baron and the Robinson R22 helicopter. [Microsoft]"
753,NBA Street Vol. 2,"Apr 28, 2003","Sports, Traditional, Basketball, Arcade",GameCube,Electronic Arts,E,,88,8.3,16,11,1-4 Players,"Basketball returns to the streets in NBA Street Vol. 2, featuring more players, electrifying moves, and online multiplayer battles.  Defeat the best players in the game today and even bring legends such as Dr. J, Magic, Bird, Wilt, and Moses out of retirement for some on-court brawling.  NBA Street Vol. 2 features all-new spectacular dunks, dribbles, and passes that'll take show-stopping Gamebreakers to the next level.  You can take your game against computer opponents or friends, or play with up to three other players online.  Are you good enough to rule the streets?"
754,Medieval: Total War,"Aug 19, 2002","Strategy, Real-Time, Historic, General, Historic",PC,Creative Assembly,T,Blood Violence,88,8.6,25,231,1-8 Players,"It opens with the preaching of the first Crusade in 1095. It ends with the fall of Constantinople in 1453. What happens in between is up to you. Guide your kingdom's fortunes through a period of brutal conflict and violent social upheaval. Lay siege to mighty fortresses as you command vast armies across the battlefields of Europe and North Africa. But be careful when forming alliances - and even more so when choosing enemies. For this is Total War: a world where empires fall even faster than they rise, and the penalty for fear is your life. [Activision]"
755,Shenmue II,"Nov 23, 2001","Action Adventure, Modern",Dreamcast,Sega AM2,T,,88,9.1,9,342,,"It is the sequel to Shenmue, and was directed by Yu Suzuki of Sega AM2."
756,NHL 2001,"Sep 26, 2000","Sports, Traditional, Ice Hockey, Sim",PlayStation,Page 44 Studios,E,Animated Violence,88,7.3,10,9,1 Player,"While it's not the most beautiful hockey video game, NHL 2001 comes through where it counts - the gameplay."
757,Excitebike 64,"Apr 30, 2000","Driving, Racing, Motorcycle, Motocross",Nintendo 64,Left Field Productions,E,,88,8.1,24,31,1 Player,"Experience extreme MX! You grind your way through the hairpin turn, a wall of mud exploding in your wake. Your next jump launches you into the air - you pull off a spectacular double no-footed can-can and become an instant legend! In Excitebike 64, you'll find all the high-flying action, heart-stopping stunts and bone-jarring crashes of the extreme sport of motocross. It'll set the daredevil inside you free. 20 stadium tracks and awesome outdoor courses - plus six different riders with six unique styles!"
758,R4: Ridge Racer Type 4,"May  1, 1999","Driving, Racing, Arcade",PlayStation,Namco,,,88,8.7,18,51,1-2 Players,"""R4 has to be the best-looking PlayStation racer ever (yes, edging out even Gran Turismo)"" - Official PlayStation Magazine, December 1998"
759,Shadow Complex,"Aug 19, 2009","Action, Shooter, Platformer, Shooter, Third-Person, , Metroidvania, Sci-Fi, Sci-Fi, Arcade",Xbox 360,Chair Entertainment,T,Mild Language Violence,88,8.7,73,221,1 Player,"[Xbox Live Arcade]  From blockbuster developers Epic Games and Chair Entertainment comes the next evolution in Xbox LIVE Arcade games. Powered by the industry-leading Unreal Engine 3, Shadow Complex is the height of old-school side-scrolling design combined with modern, cutting-edge gameplay. In Shadow Complex, gameplay is centered on exploration and fast-paced combat as you gather game-altering power-ups and an arsenal of futuristic weapons to overcome obstacles, thwart legions of enemies, and delve into a mysterious open game world. The original single-player adventure is set in a compelling universe based upon the best-selling novel, Empire, by Orson Scott Card. This completely original game features full 3-D side-scrolling action. The incredible next-gen graphics and robust physics combine with an open, evolving world design mixed with an awesome, compelling action-thriller story. Seek out 17 unique game altering power-ups, with more than 100 additional items and modifiers to discover and use. Fight against a large variety of enemies and experience massive, jaw-dropping boss battles. Pick up and play: The super-tight controls are simple and intuitive but also allow advanced players additional depth and precision. Noted scriptwriter: Shadow Complex features a script written by Peter David, one of the most popular comic book writers of all time. It's the first game to be set in Chair's Empire universe and based upon the best-selling novel by Orson Scott Card. [Chair Entertainment]"
760,Spelunky,"Aug 27, 2013","Action, Platformer, Platformer, 2D, 2D",PlayStation Vita,"Mossmouth, BlitWorks",T,,88,7.9,14,107,1 Player,"Spelunky is a unique platformer with randomized levels that offer a new and challenging experience each time you play! Journey deep underground and explore fantastic places filled with monsters, traps, and treasure. Fully-destructible environments open up lots of strategies and make it a blast to master the game's many secrets."
761,NBA Street V3,"Feb  8, 2005","Sports, Traditional, Basketball, Arcade",GameCube,EA Canada,E,,88,8.0,36,18,1-6 Players,"The third installment of NBA Street advances the series by adding more customization, different game modes, and new gameplay features. Now you can build both your reputation and show-stopping Gamebreakers on the streets by performing all-new flashy dunks, dribble tricks, and combos. Step into the shoes of NBA legends, current basketball stars, and original characters from previous games. Play in familiar courts, such as The Cage and Rucker Park, or create your own court from the ground up. NBA Street V3 also features a new dunk contest and online multiplayer modes."
762,Mafia,"Aug 27, 2002","Action Adventure, Historic, Historic, Open-World",PC,Illusion Softworks,M,Blood Violence,88,9.2,27,1932,1 Player,"Mafia brings the 1930's underworld to life in this 3rd person 3D action game. Rise from the lowly but well-dressed footsoldier to the envied and feared Made Man in an era of big bands, zoot suits and Model T's. Take on the role of a hitman, enforcer, getaway driver and more in your struggle for respect, money and power within the Salieri Family. [Take 2]"
763,N++,"Oct  4, 2017","Action, Platformer, 2D",Xbox One,Metanet Software Inc.,E10+,,88,5.6,7,21,1 Player,"N++ is a fast-paced, action-packed puzzle platformer set in the distant future. You play as a ninja, darting through obstacles, narrowly evading a slew of inadvertently homicidal enemy robots and collecting delicious gold in a minimalist, sci-fi world.

N++ is all about smooth physics, deftly controlling the speed and inertia of the ninja,and the awesome feeling of fluidly moving through each level. It's bursting with hundreds of single player and multiplayer levels, each featuring a series of difficult challenges, diabolical traps and a distinct visual style to nimbly soar through.

If that wasn't enough, the integrated level-editor allows you to make and share your levels with every other person on the planet. Get ready for the biggest test of your ninja skills yet!"
764,Call of Duty: Modern Warfare 3,"Nov  8, 2011","Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",Xbox 360,"Infinity Ward, Sledgehammer Games",M,Blood and Gore Drug Reference Intense Violence Strong Language,88,3.5,81,8656,Up to 18 Players,"Call of Duty: Modern Warfare 3 is a direct sequel to the previous game in the series, Call of Duty: Modern Warfare 2, with a campaign storyline continuing the struggle of U.S. forces against an invasion by the Russian Federation following the framing of an undercover U.S. agent in a terrorist attack on Moscow. Together with classic Call of Duty multi-character control, Modern Warfare 3 contains deep multiplayer support, including two-player Co-op Survival mode. The game also contains all-new Kill Streak categories and customizable strike packages that offer more options for player combat styles and strategies. "
765,What Remains of Edith Finch,"Apr 25, 2017","General, Adventure, 3D, First-Person",PlayStation 4,Giant Sparrow,T,,88,8.3,65,791,1 Player,"The game is a collection of short stories. Each of those stories focuses on the death of a different Finch family member and each is meant to look and feel different from the others, the way no two people in any family are alike. [Giant Sparrow]"
766,Brothers in Arms: Road to Hill 30,"Mar  1, 2005","Action, Shooter, First-Person, Historic",Xbox,Gearbox Software,M,Blood and Gore Intense Violence Strong Language,88,7.9,64,73,"1-2 Players, 4 Players Online","Set during the famous airdrop before the invasion at Normandy, Brothers in Arms tells the story of Sgt. Matt Baker and his squad of 101st Airborne paratroopers, who were scattered over the French countryside. As Baker, you must use real military tactics to flank and kill your foes. During the game, you must choose between the success of your mission and the lives of your men. Brothers in Arms boasts authentic battlefields and equipment, multiplayer gameplay, and a cast of more than 20 distinct soldiers."
767,Sekiro: Shadows Die Twice,"Mar 22, 2019","Action Adventure, General",PC,From Software,M,,88,8.4,25,2594,1 Player,"Your death won’t come easily. Enter the world of late 1500s Sengoku Japan; a brutal, bloody period of constant life-and-death conflict. As tensions rise, a compelling new story unfolds amongst the chaos. Introducing Sekiro: Shadows Die Twice, a dark and twisted new gameplay experience developed by the renowned team at FromSoftware and published by Activision. Directed by Hidetaka Miyazaki, Sekiro: Shadows Die Twice is a third-person, action-adventure game with RPG elements. The single-player game puts players in the protagonist role of a hard-hearted warrior whose mission is to rescue his master, a young lord, and exact revenge on his arch nemesis. As “Sekiro,” or the “one-armed wolf,” players discover the many ways to strategically approach combat and engage enemies. [Activision]"
768,Deus Ex: Human Revolution - Director's Cut,"Oct 22, 2013","Action Adventure, Sci-Fi, Sci-Fi, General",Wii U,"Eidos Montreal, Straight Right",M,Blood Drug Reference Intense Violence Sexual Themes Strong Language Use of Alcohol,88,8.5,30,205,1 Player,"In Deus Ex: Human Revolution you play Adam Jensen, a security specialist, handpicked to oversee the defense of one of America's most experimental biotechnology firms. But when a black ops team breaks in and kills the scientists you were hired to protect, everything you thought you knew about your job changes. At a time when scientific advancements are routinely turning athletes, soldiers and spies into super-enhanced beings, someone is working very hard to ensure mankind's evolution follows a particular path. You need to discover why - because the decisions you take and the choices you make will be the only things that can determine mankind's future. "
769,Madden NFL 06,"Aug  8, 2005","Sports, Traditional, Football, Sim",PlayStation 2,EA Sports,E,,88,8.0,29,129,"1-4 Players, 4 Players Online","With enhancements to the passing game, defensive improvements, and expanded online options, Madden NFL 06 takes you onto the field and into the locker room like never before. The new ""QB Vision Control"" lets you scan the field, look off defenders, and make perfect throws withing your quarterbacks unique field of vision. ""QB Precision Placement"" allows you to put the ball exactly where you want it. Lead the receiver to an open area, throw it behind him so he can come back to it or throw a jump ball and let him go get it. [Electronic Arts]"
770,Tetris Effect: Connected,"Nov 10, 2020","Puzzle, Stacking",Xbox Series X,Monstars Inc.,E,,88,7.7,25,83,Up to 4 Players,"Tetris® Effect: Connected adds an all-new robust multiplayer expansion to the huge variety of addictive and innovative single-player modes that Tetris Effect is known for with all-new co-op and competitive online and local multiplayer modes. Tetris Effect is Tetris® like you've never seen it, or heard it, or felt it before—an incredibly addictive, unique, and breathtakingly gorgeous reinvention of one of the most popular puzzle games of all time, from the people who brought you the award-winning Rez Infinite and legendary puzzle game Lumines. Music, backgrounds, sounds, special effects—everything, down to the Tetris pieces themselves, pulse, dance, shimmer, and explode in perfect sync with how you're playing, making any of the game's 30+ stages and 10+ modes something you'll want to experience over and over again. A challenge for the mind and a feast for all the senses, Tetris Effect: Connected is the perfect excuse to play Tetris again... and again...and again, and again, and again and again and again and again and again and again and... Game leverages Smart Delivery allowing access to both the Xbox One title and the Xbox Series X|S title when available."
771,Dishonored,"Oct  9, 2012","Action Adventure, Modern, General, Modern",Xbox 360,Arkane Studios,M,Blood and Gore Intense Violence Sexual Themes Strong Language,88,7.9,56,920,1 Player,"Dishonored is a tactile first-person action game that thrusts you into the role of a supernatural assassin driven by a thirst for revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you bring together the supernatural abilities, weapons and unusual gadgets at your disposal. Hunt down your enemies under the cover of darkness or viciously attack them head on with weapons drawn. The results of each mission are a result of the choices you make. Win or lose, you must choose. Ozzy."
772,LIMBO,"Aug  2, 2011","Action, Platformer, Platformer, 2D, 2D",PC,PLAYDEAD,T,Animated Blood Mild Violence,88,8.1,22,1960,1 Player,"LIMBO, a black and white puzzle-platforming adventure, puts players in the role of a young boy traveling through an eerie and treacherous world in an attempt to discover the fate of his sister."
773,Crusader Kings II: The Old Gods,"May 28, 2013","Strategy, Real-Time, Historic, General, Historic",PC,Paradox Development Studio,,,88,8.7,7,181,1 Player,"Crusader Kings II: The Old Gods lets players step into the boots of a pagan chieftain, approaching the brutal backstabbing world of Crusader Kings through invasion, adventure, and holy war. "
774,Assassin's Creed: Brotherhood,"Mar 22, 2011","Action Adventure, Historic, Historic, Open-World",PC,Ubisoft Montreal,M,Blood Sexual Themes Strong Language Violence,88,8.2,24,1855,1 Player,"The critically acclaimed single-player experience of Assassin's Creed is back and better than ever as Ezio returns in an epic struggle against the powerful Templar Order. Now a legendary Master Assassin, he must journey into Italy's greatest city, Rome, center of power, greed and corruption to strike at the heart of the enemy. Defeating the corrupt tyrants entrenched there will require not only strength, but leadership, as Ezio commands an entire Brotherhood that will rally to his side. Only by working together can the Assassins defeat their mortal enemies."
775,Crash Team Racing,"Sep 30, 1999","Driving, Racing, Kart",PlayStation,Naughty Dog,E,Mild Animated Violence,88,9.0,20,518,1-4 Players,"It's a multi-player kart racing game starring your favorite bandicoot CRASH and a host of his friends...and foes! The stakes are high and the competition is fierce. Ready...Set...GO!!!


"
776,DJ Hero 2,"Oct 19, 2010","Action, Miscellaneous, Rhythm, Music, Music",Wii,FreeStyleGames,T,,88,7.3,20,23,1 Player,Activision's turntable-based rhythm game is coming back for an encore. 
777,Pinball FX 2: Marvel Pinball - Avengers Chronicles,"Jun 20, 2012","Action, Miscellaneous, Parlor, Pinball, Pinball",Xbox 360,Zen Studios,E,,88,7.8,10,10,1 Player,"Marvel Pinball: Avengers Chronicles features a four-table collection with tables based on the Avengers movie and comic crossovers World War Hulk, Infinity Gauntlet, and Fear Itself."
778,Medal of Honor Frontline,"May 28, 2002","Action, Shooter, First-Person, Historic",PlayStation 2,EA LA,T,Violence,88,8.4,29,188,1 Player,"Head back behind enemy lines with Lt. Jimmy Patterson in Medal of Honor Frontline. In this installment of the smash-hit Medal of Honor series, Lt. Patterson returns and must infiltrate the German frontline to steal the HO-IX flying wing, an experimental Nazi weapon so powerful it could turn the tide of World War II. [Electronic Arts]"
779,Superbike 2001,"Oct  9, 2000","Driving, Racing, Simulation, Motorcycle, Automobile, Street, Street",PC,Milestone S.r.l,E,,88,6.7,12,27,1-6 Players,"Superbike 2001 delivers authentic Superbike racing from Superpole qualifying to the championship rounds. With the all new Training mode, novice riders are smoothly brought up to speed, while real telemetry and enhanced race management options give sim racing fans even more authenticity. [EA Sports]"
780,Ultimate Fighting Championship,"Aug 29, 2000","Action, Fighting, 3D",Dreamcast,Anchor (Legacy),T,Animated Blood Animated Violence,88,7.4,24,16,1 Player,"The Ultimate Fighting Championship (UFC) is the premier mixed martial arts event in the world. There are no flying chairs or unrealistic moves. Spectators expect and demand to see true-to-life combat. Now, the ultimate fighting event comes to the Dreamcast as the most realistic fighting game ever created."
781,Wolfenstein II: The New Colossus,"Oct 27, 2017","Action, Shooter, First-Person, Arcade",Xbox One,MachineGames,M,,88,6.5,21,496,1 Player,"Wolfenstein II: The New Colossus is the highly anticipated sequel to the critically acclaimed, Wolfenstein: The New Order developed by the award-winning studio MachineGames. An exhilarating adventure brought to life by the industry-leading id Tech 6, Wolfenstein II sends players to Nazi-controlled America on a mission to recruit the boldest resistance leaders left. Fight the Nazis in iconic American locations, equip an arsenal of badass guns, and unleash new abilities to blast your way through legions of Nazi soldiers in this definitive first-person shooter. America, 1961. The Nazis maintain their stranglehold on the world. You are BJ Blazkowicz, aka Terror-Billy, member of the Resistance, scourge of the Nazi empire, and humanitys last hope for liberty. Only you have the guts, guns, and gumption to return stateside, kill every Nazi in sight, and spark the second American Revolution."
782,Mario Kart 8,"May 30, 2014","Driving, Racing, Arcade, Kart, Kart, Automobile",Wii U,Nintendo,E,,88,8.8,82,1964,Up to 12 Players,"Mario Kart 8 introduces new racing circuit designs and antigravity karts that will have players driving upside down. Players will also enjoy a variety of series-favorite features, including the return of 12-player online competitive play, hang-gliders, underwater racing and motorbikes."
783,Super Mario Maker,"Sep 11, 2015","Action, Platformer, 2D",Wii U,Nintendo,E,,88,8.7,85,878,1 Player,"Play a countless number of intensely creative Super Mario levels from players around the globe. It’s easy enough to create your own levels with the Wii U GamePad controller that it may feel like you’re simply sketching out your ideas on paper, but you can now bring enemies and objects into a playable course in ways you could only consider before. Violate the conventions of traditional Super Mario gameplay by blending enemies, traps and items into unexpected twists, like Piranha Plant-shooting cannons, power-up-tossing Lakitus, or even Hammer Bros. riding on Bowser while bouncing on trampolines. "
784,NHL 11,"Sep  7, 2010","Sports, Traditional, Team, Ice Hockey, Sim, Sim",PlayStation 3,Electronic Arts,E10+,Mild Violence,88,7.2,38,55,Up to 12 Players,"Celebrating its 20th year, the franchise that captured 22 ‘Sports Game of the Year’ awards has raised the bar yet again with NHL® 11. Powered by an all-new Real-Time Physics Engine, NHL 11 lets you create highlight reel moments as you experience adrenaline-pumping NHL action with bigger hits, broken sticks, and faster dangles. Whether you’re beginning your career in the Canadian Hockey League, dominating rivals in the EA SPORTS Hockey League, or assembling Hockey’s Ultimate Team, any moment can be a ‘WOW’ moment with NHL 11."
785,Divinity: Original Sin Enhanced Edition,"Oct 27, 2015","Role-Playing, Action RPG, Western-Style",Xbox One,Larian Studios Games,M,,88,7.6,7,141,2 Players,"Divinity Original Sin: Enhanced Edition is a much lauded Role-Playing-Game that blends deep customization and humor with dynamic turn based combat. Either in online co-op, split-screen co-op on your TV, or even alone, take advantage of a classless RPG system to create your heroes and conquer the evils of Rivellon!

Embark upon a journey with up to three companions as you bend the very fabric of time, where what seems like the case of a simple murder unravels into hours of quests facing fiendish foes, magical polymorphs, and dastardly bosses. As a Source Hunter, master the elements and use the environment to your advantage in dynamic combats mixing weather and magic to explode, poison, electrify, freeze and burn your enemies!"
786,Dead Space,"Oct 13, 2008","Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",PlayStation 3,EA Redwood Shores,M,Blood and Gore Intense Violence Strong Language,88,8.9,67,752,1 Player,"In the bold and often-bloody Dead Space gamers step into a third-person sci-fi survival horror experience that delivers psychological thrills and gruesome action. Set in the cold blackness of deep space, the atmosphere is soaked with a feeling of tension, dread and sheer terror. In Dead Space, players step into the role of engineer Isaac Clarke – an ordinary man on a seemingly routine mission to fix the communications systems aboard a deep space mining ship. It is not long before Isaac awakes to a living nightmare when he learns that the ship's crew has been ravaged by a vicious alien infestation. He must fight through the dead silence and darkness of deep space to stay alive. [Electronic Arts]"
