Rating;Title;Text
2.0 out of 5 stars;Cheap;5 cord for 13 bucks was a steal, but the cords were all very bad, didn't not charge phone fast as advertised, and were pretty fragile. First day I received them they worked well,but on the they broke down and it would take am absurd amount of time to charge my phone, I'm talking 4, 5, with 2 of the cords saying 11 hours. But still not a bad price for 5 cords.
4.0 out of 5 stars;Acceptable cables;One cable out the five pack did not work correctly. Also my phone could not draw a full power charge when using these cables and plugged into a Ford truck. Length is great and durability OK after a few months of normal everyday use.
4.0 out of 5 stars;Excellent High Powered Charging Cable - NOT STANDARD Charging Capable;This cable is excellent as long as you are using a higher voltage / high speed charging base.  If you are using a standard usb charging base such as the ones you would find in a WalMart, Home Depot, common stationary store, or if you attempt to use the usb that's built into a standard wall outlet or splitter, you will be  sadly disappointed.  For the most versatile cable, do not buy a 'High Speed' cable.  Purchase a well made 'Standard Cable'.  This way you will be able to use it in public locations such as the airport/planes, or the coffee shop.  This cable has a specific requirement that may not always be available to you if you leave your 'High Speed Base' at home or work by accident.
3.0 out of 5 stars;One cable broke after a few days of use;I bought these in bulk because these cables don't last forever, but the first one I put to use lasted about a week before it would no longer charge my device, turns out it was a faulty plug end.So far the others I've put to use have worked much longer. But a quick failure isn't a great sign.
4.0 out of 5 stars;Charging power;To charge my devices
3.0 out of 5 stars;it works...sort of;These work sort of. They are not fast charger. Have found after use they do not want to stay plugged into my phone. Should have spent the extra money for better ones. These is will work but wouldn't buy them again.
5.0 out of 5 stars;Extra length makes charging tablets more convenient.;Awesome extension for tablet charging.
4.0 out of 5 stars;Great buy...;Thick, durable cords that don't bend at the tip easily.  I go through replacement charging cables for my phone like water. So I'm constantly ordering new ones.  These seem to last a while.
5.0 out of 5 stars;Good purchase;I've only used 1 cord thus far. But they came exactly as described. They seem to be good quality that should last longer than some of the cheap, thin chords. Just remember that they don't come with a charging block, in case you need one. I'm very happy with it so far. If anything changes, I'll update my post.
2.0 out of 5 stars;Does not last;I really like the obvious indicator so I know which way is “up” when inserting this into my computer, but the cord stops working after only 100-300 hrs of use. It doesn’t physically look broken but my Xbox controller disconnects with increasing frequency until I switch it out. Doesn’t matter which end I unplug and plug back in so it’s not from wear and tear.
3.0 out of 5 stars;Loose Connection;I have a Samsung S9. After a month, one of the cords won't charge phone because the connection is loose.  Another cord won't connect fully to my daughter's pad and charge it. Cost is low and cords seems to be about the same quality as you would get from dollar type stores.
5.0 out of 5 stars;Great charger;Loved the multi pack a and the cord length
5.0 out of 5 stars;They charge fast and are durable.;I am a truck driver and I am constantly going through c cords for my cell phone. Quality just isn't what it used to be, eh? But the truck stops charge exorbitant amounts of money for sub par quality cords. Ive had these now for united some time and they charge quickly. I tested this by plugging the cord into my battery pack an then into my 15% phone. My phone advised of cable charge and that it would be fully charged in 1 hr 20 mins. I used the truck stop cord and it advised for the same 15% that it would be fully charged in 2hrs 30 mins. Yeah. Im sold. Im getting these cords in 3ft, and 10ft lengths. Sold.
2.0 out of 5 stars;Short Durability;This charger does not last really long, each of mine only last for 6 - 10 weeks
2.0 out of 5 stars;Terrible cords;Bought these cord because they look like ones i bought previously,  but they look like good cords. however,  they will not stay plugged into phone charging port.  Any movement or vibration and the cords fall out.
2.0 out of 5 stars;Half of them didn’t work;Purchased about four months ago and first impression these seems great. I currently have two cords left standing out of the entire pack. Some didn’t even work straight out of the package. Now I’m on the hunt yet again…. The struggle of charger cords. I gave two stars for my two charger cords that are still going strong.
2.0 out of 5 stars;Not durable. Outside looks strong but inside isn't very durable. Goes bad in a few months;Not durable. Outside looks strong but inside isn't very durable. Goes bad in a few months
4.0 out of 5 stars;So far they have been good;It's a fast charging cable and so far they are still working
4.0 out of 5 stars;Charges fast!;Charges fast!
4.0 out of 5 stars;Convenient!;With the amount that comes with this, really convenient, couple in the house, one in the car, couple spread out on other travel bags or something. Only thing I wish these had was more length. Everything else is great
5.0 out of 5 stars;Good;Good length and price. Durable
5.0 out of 5 stars;Great product;Product is exactly as advertised.
4.0 out of 5 stars;They are good but will not fit in all chargers.;They do not fit in all chargers
4.0 out of 5 stars;Better review will come through practical use;I need a few months to practically test this product but so far I'm as happy as I can be with it.
4.0 out of 5 stars;USB A to USB C Cable;Item was received as expected in good condition.  These work fine but they don't have the grip to stay in the USB C end like I'd expected.
1.0 out of 5 stars;Very short useful life;I always wait a while to place reviews.  I bought these last August.Durability and workmanship can only be measured after substantial use.  Nice to have a quantity of 5 long cords, but perhaps the reason they give you five is they know they don't last long.  The first cord I pulled from the pack began losing connectivity where it plugs into the phone after a few months use.  The second lost it's turbo and started charging slowly after a month.  The third did the same after 2 months.  After setting my expectations low on cord number 4, it lasted a surprising 4 months but then lost connectivity recently.  Cord 5 is in use as of July 2022.  I use these to recharge a single cell phone.At the present rate, I will burn through all cords in about a year.  Compare that to the recharge cord provided with the phone that is still delivering a good connection and turbo recharge with no problems for the past 18 months.  I took a close look at both cord connections to the phone.  It is clear these cords show noticeable wear after a couple months while the 18 month old Motorola cord has none to mention.  They also fit more loosely even when right out of the box.  Amazon recommends this product.  Obviously they have not tested itClearly the workmanship on these cords is sorely lacking.  It's too bad because they look and feel solid...they just serially fail way too soon.
3.0 out of 5 stars;Defective cord;One of the charging cords of this 5-pack is defective. Does not charge my cell phone at all. The other four cords are fine.
4.0 out of 5 stars;Good Product;Nice construction
5.0 out of 5 stars;It works as it should;I like the cord
5.0 out of 5 stars;not one broke!;I'm a very accident-prone person, and with such I needed this pack to not have to order a new charger every month. I've had this pack for months now, and not a single one has broken!
3.0 out of 5 stars;Work okay, not perfect;One cable didnt work, but i have not tested in multiple devices yet.  The other ones have a bit of a hard time staying plugged in phone, they pop out easy.  My other cables don't have that issue.Not sure if it's a dirty port on my phone, or cavle issue.
3.0 out of 5 stars;They're Pretty, but they're JUNK;Good looking cable that's junk. With very light use, half of them have already been thrown in the trash. The ends have loose connections, although from the outside they look great!I won't buy these again.
2.0 out of 5 stars;These cords suck;I have Moto 5G 2022 when I have an actual fast charge usb type-C 5v 3.1 ampvwire my phone will register as turbo charging! this company claims fast charge but my phone isn't reading them as turbo charge so with that said they maybe 5v but they ain't 3.0 amp that's for sure 5 out of 5 of these cords do not say I'm turbo charging! (which they should) so it's definitely the company's b.s. not just a single cord that was bad. I even Payed extra for same day shipping for this crap I'm not happy with them at all.
2.0 out of 5 stars;These aren't that good...very disappointed!!!;I was excited to get these. They feel sturdy but the end doesn't stay in my phone and it does NOT seem to be fast charging. I am very disappointed. I hate to leave bad reviews and I wanted these to be great because they look good but if they don't work right...what's the point??? Kind of bummed about this.
3.0 out of 5 stars;Hard to connect;Cord heavy, quite durable, nearly too bulky not pliable. One of our phones plug port won't connect to and 2 phones hard to connect or plug in. It's states not supported charger or a knock off on phone screen. Great price but I'll probably send the 5 back. (we have 6 phones in household)
2.0 out of 5 stars;Good length, bad ports;"The length was good, they were what I was needing and happy with that part. The unfortunate part was when I tried using and plugging the usb-c part into my phone it read ""bad connect, slow charge, check connection"" due to what I feel may be a simple factory mishap in production due to the actual usb-c metal part being shorter than needed to fit into the phone correctly and charge how it is supposed to. It was 3 out of the 5 that were that way, so not all of them, but still unfortunate.  The other two that were properly made work great."
4.0 out of 5 stars;Not very flexible;LOVE the length, hate the stiffness.
3.0 out of 5 stars;Slow charging speed;"Don't expect  these to  charge at  the full capacity  of a type ""c"" port.  These are derated due to the wire size inside.  Great durability. Not great for charging  fast rapid or any of that"
4.0 out of 5 stars;Good deal;One quit working after a few weeks. But other than that so far so good
3.0 out of 5 stars;Not fast charge;Slow charge time. It does charge but bot as a fast charge cord. And it is attached to a fash charge wall adapter. I have rebooted phone to see if it was an issue on my end. It wasn't. If you need a charger this will work especially for 5 cords but dont plan on it being fast
4.0 out of 5 stars;Worth the money.;It’s good value pack if you need multiple cords.
2.0 out of 5 stars;NOT what most of Us are Looking For;These are really strong cords, really packaged nice BUT for MOST of Us I am sure these are NOT the connections we are looking for. We have a LOT of USB charged products in Our home, a LOT, and NONE of them fit the ends to these. I don't even know what these are for! Be careful, if You, like Us are regular electronic users because almost guaranteed, despite the picture looking like what You need, it is NOT . These are wider at the ends and fit NOTHING that I have found yet. Again, do NOT buy unless You are SURE this is what You need, because I searched and googled and looked at pictures and these do NOT fit my phone, my camera, my JBL speaker, earbuds,....ANYTHING!
3.0 out of 5 stars;Meh;"Fresh out of the pack I got the ""slow charging please use original charger"" on my android with and without the case on it. Once I flip it a few times it will charge normally. My phone is only a few months old so it isn't the charger port itself. I used another brand cable and did not have this issue."
3.0 out of 5 stars;doesn't fast charge my OnePlus 6;It does charge, does transfer data (I think, can't remember) But doesn't fast charge. Feels quality other than that. If you don't need fast charging perfect cable.
2.0 out of 5 stars;Slow charge or bad connection;"I purchased these in June and and gave 3 months to verify before posting my review. I had based my purchase on the great rating and reviews, but the product I received has been a disappointment. The kids kept telling me their phones weren't charging etc so I started using the cords. I get a ""check your charger connection "" warning even thought thr cord us properly plugged in. Even when I do not get a warning, the charge is very slow and takes hours longer than my other cables."
4.0 out of 5 stars;Great product;I like the cords being so long and they plug in tight
5.0 out of 5 stars;Works great;These are durable and seem to work just fine. The charging is slower but I also am using them with a multi port charger so I don't know if that makes a difference.  Perfectly satisfied.
3.0 out of 5 stars;Breaks pretty easy;Bought these for my vehicles and Android auto.  None work for that now in about 3-4 months.  Definitely don't wear well... probably be fine for the house.
3.0 out of 5 stars;NOT a Data cable.;I only realized these cables are explicitly for charging only after I purchased them and attempted to link two devices together with them, and got no communication. They do not make this clear in the description.
2.0 out of 5 stars;Durable and well made but too slow;Very slow charging speed. My phone has 25% of charge right now, I plugged it to charge using this cord and it shows that in 2 hours and 46 minutes it will reach 100% of charge. Too slow
3.0 out of 5 stars;Doesn't last;Love the length. They don't last. I needed all six for every few months one died.
2.0 out of 5 stars;Not fast charging;I like the durability and length of the cord,  it works very well for my kids tablet but it's not fast charging at all. I've tried several fast charging bases still no less than 2hrs to fully charge tablet
4.0 out of 5 stars;Good quality;Good quality cable, not as flexible as I would like.
3.0 out of 5 stars;Loose engagement;Charger works great when plugged into my phone but a major inconvenience is the plug doesn't stay firmly engaged in the charging port and falls out/disconnects pretty often
4.0 out of 5 stars;Doesn't seem to be a fast charge;I wondered if my phone would charge faster with this cable. So I plugged my phone into my old cord, the phone said 1hr 20min until fully charged. I plugged in one I just purchased, it said 1hr 50 minutes until fully charged.
4.0 out of 5 stars;They work as expected;I like the length and they fast charge.
5.0 out of 5 stars;Make sure you know what length you want. I didn't.;Wish I had gotten longer cords.
3.0 out of 5 stars;i havent had it plenty time;lent is perfect , charging time seems little slow.
3.0 out of 5 stars;Slow charge but they all work;They all work but they all slow charge our devices. No data either. But they're cheap and they work 🤷🏼‍♂️ took off the shield on the c-end because it interferes with device cases
4.0 out of 5 stars;Good;Good
3.0 out of 5 stars;Takes forever to charge;The cords are great and durable but they don't charge as fast as they should. It takes 4-5 hours to get my phone charges with these but given the price and howanu cords I got I'm not complaining
4.0 out of 5 stars;The cords work good.;The cables work good they seem to hold up well over the 4 weeks that I have Been using them.
5.0 out of 5 stars;Going to buy more;I'm the biggest cord guy in the city. I know cords like I know my children. These is some cords I would recommend buying.
4.0 out of 5 stars;Good Deal;Good Deal
3.0 out of 5 stars;Price is good but not kid proof;We have not found a charging cord that is kid proof the code is very good and they last and the price is good we have not found a charging cable that is kid proof so we will keep buying these cords until we find a cord that is kid proof lol
5.0 out of 5 stars;Exactly as Advertised;Fast charging, great length, everybody can charge now. Goes great with a 12-18 outlet surge protector with usb ports
4.0 out of 5 stars;Great deal.;Great deal. I wish they had a higher amp option. They don't feel like they will break anytime soon. Now I have one for most rooms in my place.
4.0 out of 5 stars;Good;Decent quality. Nice and long charger cords. They work.
4.0 out of 5 stars;Not fast charging without proper adapter;Good product but will not fast charge unless you have a proper adapter.
3.0 out of 5 stars;2 stopped working in a month.;2 of these stopped charging within a month. No damage to the cords at all.
2.0 out of 5 stars;Not fast charging at all;These are supposed to be fast. They are not fast. Actually, the ones I got at the dollar store are faster. Cord length is good, though. But I won't be buying these again.
2.0 out of 5 stars;Some of them stay in the phone, Some dont.;The Bad: I ordered these because I obviously needed more charger cables. Once I received them, I opened them up and started using them. The very first thing I noticed was that the end that goes into the phone wouldn't fit inside of the hole for the charging port. So I then cut the hole bigger so I can use it. After all said and done, 3 out of the 5 I got, wont stay in the phone when's its charging. I thought it might be my phone and tried my wife's phone, which Is identical to mine, and I got the same results. Our phones are only, maybe, 6 months old. So its not the phone's.  The 2 good ones will stay in the phone like the charging cords we got with the phone. If you wanna use your phone while its charging then dont buy these.The good: When I use these cord's with the fast charging transformer, they actually do fast charge my phone. The quality of the cord is good. The length of the cord is good. The 2 good cords I got stay in and charging while Im playing on my phone.  The overall durability of them seem good, but I havent had them long enough to know 'how' durable they really are.In my opinion, next time Im honna spend more money and get a better cable.
5.0 out of 5 stars;Good for the price, almost as good as a quick charge cable;No problems or issues with any of the cords. And works good with quick charge
3.0 out of 5 stars;good chargers but don't expect to get the color you ordered;I received the wrong color chargers TWICE so don't buy if you're expecting to get a specific color. After them failing for the second time I just decided to keep the wrong color and the chargers seem to work fine for now. Good length and charge fast.
1.0 out of 5 stars;Don’t work;I’ve tried two out of the pack of five and both charge at a snails pace, to the point where I can’t use the computer while charging. Additionally, I don’t know why this happens but so far it has only been when I’m using these chargers, my applications just stop working or quit. It isn’t the computer, when I use my normal Apple charger it’s fine I’m truly at a loss. I wouldn’t recommend these if you plan to use them for any kind of work.
1.0 out of 5 stars;No good for data transfer;Every single one of these cables gives a *device* disconnected error at random times while trying to transfer data.  The issue persists across 2 Pixel 7's, a Pixel 6, a Galaxy S21 and an S22 and occurs on 4 different PC's and a Mac.  Based on the inconsistent performance for transferring data I'm throwing all of these out an ordering replacements from another brand.  I'm not sure if it's just one pin, of if the power is also coming and going, but I'm not willing to buy a new phone to save a few bucks on cables.
2.0 out of 5 stars;Not fast charging 😒;Not fast charging 😒
2.0 out of 5 stars;Stay away. Won't support fast charge. Clearly missing pins.;This is a get what you pay for story. Won't charge a Galaxy device faster than a trickle. Looks and feels decent quality, but that's not what I need cables for.
4.0 out of 5 stars;Decent price and quantity;Good quality, fast charging.
2.0 out of 5 stars;They don't last long;The shorter ones.  So far, I haven't used the longer ones for the same amount of time.  The shorter ones, I use in my car to hook my phone up to Android Auto and after awhile, they lose the connection frequently.
2.0 out of 5 stars;The cables constantly unplugs.;None of the cables will stay in my phone, keep falling out Samsung Galaxy.
2.0 out of 5 stars;NOT A RAPID CHARGER;This is a nice long charger but DEFINITELY NOT a fast rapid charger as described.
5.0 out of 5 stars;Great Quality;recommend
3.0 out of 5 stars;Works with my Samsung phone / not with iPad Air;I like everything except that my iPad Air will not charge using this cord. And yes, I tried every possible combo of adapters and outlets.
3.0 out of 5 stars;Already stopped working;Only had these for a few weeks and the first one I used has already quit working. ☹️ at least you get multiples for the price!
4.0 out of 5 stars;Maybe an anomaly...;"These have worked great for months, but just the other day, one of the cables ""fried"".  It was connected to the charger on one end, which is typical to keep that side plugged in, but not connected to my phone or anything else on the other.  It just started sizzling and smoking.  I immediately unplugged it.  I have since used other cables in that same charger, so charger is OK.  Glad I was around it when did this.  If no one else has ever seen this, then it was probably just an anomaly.  Rest of the cables have worked for months with no issue!"
5.0 out of 5 stars;It was great;I loved it
3.0 out of 5 stars;Not Fast Charging;The length is awesome. What isn't awesome is that it's descrias fast charging...no, they arent.
4.0 out of 5 stars;Short;Could be longer, could charge faster
3.0 out of 5 stars;Takes forever to charge yoir device;If you are looking for fast charging, DO NOT get these.
4.0 out of 5 stars;Pretty Good;"While these are definitely not the thickest or most heavy-duty USB-C charging cables I have owned they are definitely the least expensive I have seen for ones that are rated for fast charging. The braiding is of good quality. The cable thickness is noticeably slimmer than other ""premium"" fast charging cables I own though. There really is not anything in the way of stress relief on the connectors either, which will definitely shorten their lifespan. Still, I can't complain much as they are far, far cheaper than most of the others I have purchased."
4.0 out of 5 stars;Decent cables for charging phones on the wheels;Both my wife and I have android devices with Type C charging port.  We were tired of carrying our original charging cable back and forth all the time. Since we travel a lot in our car, we thought it would be a good idea to have a spare charging cable specifically meant for charging the phone while on the road.We have been using this for the last couple of days and it seems to be decent so far. Since the charging speed depends on either the charging head and not the cable itself, I have not seen any drastic change st the speed at which it charges. But, it serves the purpose it was bought for.
4.0 out of 5 stars;2 weeks in no problems...;2 weeks in no problems...
2.0 out of 5 stars;Doesn't last long or charge fast;Took around a month for my first charger to have a problem with the cable and it never was fast the cable
3.0 out of 5 stars;Not made for fast chargers;Ive used this cables with my 3 different fast chargers and they just dont work as some other cables that do make my chargers work as they should
5.0 out of 5 stars;Very well constructed.;Heavy duty cable, and metallic shield at the connector.These work great with my Samsung Lightning chargers.
3.0 out of 5 stars;They don't work very well;These cables look nice, but they don't charge very well. I've had them for about 3 months now and they started out fine, with the exception that on the second day of using it, the cable caused my phone to overheat and shut down to the point it wouldn't turn back on. About 30 minutes later after unplugging it and allowing it to sit, I finally got my phone to power back on. The phone had 40% battery when it did this, so it's not because the phone died due to lack of power. Now a few months later, they won't effectively charge my phone in the car or even if plugged into the wall. I've even tried it on my laptop. When I plug my phone in, it doesn't even recognize that it's plugged in. The charging light and lightning bolt don't show up at all. It might appear for a second and then it's gone. I've changed out the brick for the wall and the charger in the car and it always seems to be the cable. The same brick or car unit works just fine for my husband's phone cables. Yesterday, while attempting to get some tiny charge in the car, the cable caused my phone to shut down again. Thinking that maybe it was the one cable out of the pack of five, I rotated to a new cable and every single one of them have this issue. Like I said, they look nice, great material and all, but they don't actually charge anything effectively.
3.0 out of 5 stars;Didn't last too long;All six chords are no longer working just shy of a year after purchase. They worked great while they lasted. Disappointing to have to replace them all.
4.0 out of 5 stars;No problem so far. I’m liking these a lot;Timely shipping, seems to be the perfect length
3.0 out of 5 stars;Lasted Six Months;These were fine while they lasted, which was about six months. I'm disappointed and will try a different brand.
5.0 out of 5 stars;I'm a huge fan of roped chargers!;The last set of roped chargers I had lasted over THREE years before losing and/or the rope started to slide down the cable. I have 1 that still works but they're discontinued so I had to find another set. The quality of these remind me so much of my last set so I'm confident they will last more than a year :).I can't comment on the fast charging because my phone has a known glitch where it doesn't fast charge - terrible, I know! But, it tells me how long it would take to charge and I compared it to my last charger set and it was the same so I'm happy!
2.0 out of 5 stars;Does NOT fast charge.;Does not fast charge. Sometimes it says fast charging for a moment when you first plug in but changes to normal right after.  Very misleading to advertise it as fast charging. Would have purchased something else if I knew. Otherwise good quality braided cords at a great price.
2.0 out of 5 stars;Unfortunate durability or quality control;I am an engineer who uses these cables to flash code I've written on to different devices.of the 5 that I received, 2 of them have stopped functioning as proper data cables.  They still offer power to devices but the communications are broken.This is annoying because I don't put these through any day to day strain - they just stay at my workstation plugged in to my computer...  It would be more understandable if I was packing them into a backpack or something every day.While they work, they do work however.  For a charging cable I like the length, look, texture of the product enough. Just wish they worked for communications/signals a little more reliably.
4.0 out of 5 stars;Kinda nice;So far the 2 out 5 that I'm using are pretty nice and doing the job.
4.0 out of 5 stars;You get what you pay for.;Overall good product for the price, but don't expect it to last forever. I find myself having to replace these wires every 6-7 months.
4.0 out of 5 stars;Seating connectors is iffy.;When I plug the phone into the car, I have to make sure I'm getting good electrical connection.  So far, if I carefully wiggle the connectors, I get it to charge.
3.0 out of 5 stars;One slowed down a few months in;Overall been happy with the brand, and got a number of cables from them. This particular pack one of them suddenly stopped supporting regular charging. Only charge super slow. Others work fine with regular use. Good to be aware though.
3.0 out of 5 stars;Works great until it doesn't;Worked great while it lasted. The length is great! My lifestyle may be the factor why it didn't last however these are the only chargers so far that don't last that I've bought.
5.0 out of 5 stars;Appears well made;Appears well made.  Check back in a year and see if they still work.
4.0 out of 5 stars;Good cable good price;Nice product sturdy but stiff. Doesn't feel like it will break easily but also holds shape so it gets caught on things when charging.
5.0 out of 5 stars;19 months and still working;"These are very good USB-C cables. I purchased this product in March of 2019. At the time of this review it is Oct. 2020. Other cables I've used on my Motorola phone fit loosely and would disconnect. It has been 19 months and these still make a firm connection and I don't have to worry about my phone not charging. They are showing little signs of wear and the ""TurboPower"" fastcharging function of my phone works whether plugged into the ""Power IQ"" compatible adapter in my car, or plugged into the wall charger supplied with my phone."
3.0 out of 5 stars;Not so great;Didn't last long at all before it stopped working
4.0 out of 5 stars;Works;Works
3.0 out of 5 stars;Decline Charge;This charger started off so wonderful.  Slowly it stopped working.  I got 2 good month in.  Let me add they were stationary the entire time.
4.0 out of 5 stars;Quality and durability;Wires are still charging great till this day. The quality of the connection pull sucks though. They become loose or fall off over time. Other then that its pretty durable.
5.0 out of 5 stars;good vValue;Does what they are supposed to do.  I have 4 kids, so its almost impossible to find my phone cable, as someone is always misplacing theirs and finding my cable in the block, tethered it is supposed to be.This set allows me to have a good chance of having a charger in my car and at the office and a spare one.Color coded , for easier thief detection
2.0 out of 5 stars;Not 6ft;Ok this is misleading. It's not 6ft. Dissapointed.
4.0 out of 5 stars;Look good and working great so far! Awesome price on a quality cord.;Look good and working great so far! Awesome price on a quality cord.
3.0 out of 5 stars;Get what you pay for;They look nice, but had one start having issues after 2 weeks of use. Get what you pay I guess! It loses connection with my phone in the car if jostled.
2.0 out of 5 stars;STIFF, SO FREAKING STIFF;Cords work as designed but are miserable to use if you need to use your device while plugged in. They get all twisted up like a garden hose. WAY TO STIFF.
4.0 out of 5 stars;Good;When purchased I didn't notice that they were a 5 pack so that's a plus but I have had an issue with one if them not wanting to work correctly, in all still worth it
4.0 out of 5 stars;great value for cables;I am fairly satisfied with these other than they were not as durable as I had hoped for. 2 of them broke within a couple of months. ALTHOUGH they were in the back seat of the truck with the kids whom didn't bother to not step on them or move them out of their way.
3.0 out of 5 stars;Product is okay;Did not like the material it was made of!
2.0 out of 5 stars;They fall out of a Pixel 3;These USB Type C charging cords are awful. They fall out of a Google Pixel 3. I mean you plug it in and leave it alone. Come back in 15 minutes or so and the cord is disconnected from the device. Does not matter if the phone has a cover on it or not.It is maddening. Also seems to not charge at times.I would not buy again and wish I would not have bought previously.
2.0 out of 5 stars;Doesn't last. Phone says use the cable you phone came with. Charges really slow.;Doesn't last. Phone says use the cable you phone came with. Charges really slow.
1.0 out of 5 stars;Bad quality;At first few days of using the cable was quite good. It was fast charging my s22 and there was no issue,cable felt very ridged and connection to the phone was solid and strong. After some time this metal cover(SMALLElectric text) of the type C side of the cable came off. As you can see it in the photos it was glued very poorly on the rubber of the cable. I was okay with this as the cable was still functioning well.after some more time of using cable it started to loose connection with the phone and was slow charging the phone. I threw the cable away and used another one as I order 5 of them. after 1 week of use same thing happened with the second cable. I am very disappointed.
5.0 out of 5 stars;Sturdy cables;Cables always breaking and losing them. So far these are pretty solid. I bought a couple packs of the 3' and 6' cables. Should never run out now.
3.0 out of 5 stars;Updated - Sturdy but not fast charging;"Updated 10/11/18:Seller contacted me and sent out a new set of cables. They were just as sturdy and stiff at the first bag. I'm sure the things would take quite the beating because they really are quite tough.I've still had mixed results with them. Sometimes they fast charge, but it won't come up on the phone as ""fast charging"", but I can swap to an older type C cable and the charge time jumps up by 45 minutes or so, but I can plug one of these back in and the time drops by quite a bit, but still not ""fast charging"".I've updated my review to 3/5 ""it's okay"" because they really are VERY sturdy, and they do seem to charge well, but the fact they don't register as ""fast charging"" leaves me a bit put off. The customer service has been very good, and I would buy from the sellers again (just not this item).The cables are very sturdy, almost too stiff. The reason why I am giving it a bad rating is because they are NOT fast charging, or at least the ones I got weren't. Maybe 1 out of 5 will actually fast charge, and sometimes it does, sometimes it doesn't. I can user any of my other cables and it's fine, but these do not fast charge for me."
2.0 out of 5 stars;Slow charging;"Charging on these are really slow. I have them plugged into the surge protector I use with all my other USB chargers.  I even get the ""slow charger"" warning when I plug my phone in."
2.0 out of 5 stars;Fast charging fire hazard;New review!! As of July 27th, one of the cables actually did start smoking as it was charging my phone! I'm not sure if it was the charger itself or the cable but 1 out of 5 has already started malfunctioning. Luckily, my phone was in my hand when it started so I was able to unplug it!I saw some bad reviews about fire hazards and burning charging ports, so I was a little skeptical and reluctant, but I'm happy to say I haven't had any issues!
5.0 out of 5 stars;Good Solid Cables;I really like the cables. The charging power is as if I had the original cable and adapter. The cables were fit really well in the charging port. I mention this because sometimes the after market cables fit loosleyand won't get a good charge. They charge very fast and we'll made. I anticipate they lasting a long time if used properly. Definitely a good buy!
3.0 out of 5 stars;Great cords but 2 didn't work.;2 of the cords didn't work but customer service help me with the issue.
4.0 out of 5 stars;Works great, stiff but well built and durable;Great for a rugged environment. Stiffer than you expect but much better constructed than your typical cable.
3.0 out of 5 stars;Did not stay attached to phone, low charging power;I don't really review things but these were, sadly, disappointing.My phone was low battery when I first got these. When I plugged in the first 2 chargers to my phone galaxy S8, the phone said that it would take 25+ hours to charge my phone. Even unplugging them and plugging them back in, every time it would say 25+ hours.The next 2 chargers said 3+ hours and that is 2x as long as I'm used to for this phone.Only the final charger worked when plugging it in, but it would not charge my phone unless it was snugly attached to the phone.
3.0 out of 5 stars;Not a long term solution for gaming;I think it's fair to say that nothing good last forever and these cables are a embodiment to that. I've used these cables (6ft/2m) for a few months now for charging my phone and it gets the job done but when comes to gaming with my ps5 controller it doesn't work well. After maybe 2 months the fabric on the cable gets worn out and doesn't keep my controller connected to my pc. And yes I know that xbox controllers are better because they made for pc but I like the feel of the ps4/5 better but these cables don't allow for that long term. So yeah, find a more reliable cable.
5.0 out of 5 stars;Product meets requiremenets;Cables meet requirements, fast charging and data transfers.  Overall quality is excellent
3.0 out of 5 stars;Decent cables, but too stiff;The cables charge my devices, I get fast charging on Samsung devices with an approved power brick. I just don't like how stiff and rigid the cables are. I get that may indicate quality, but it doesn't work for my charging station.
5.0 out of 5 stars;Love these;Hey are thick cords and super durable. They are my go to changing cord!
3.0 out of 5 stars;Meh;If you use a case, the charger end is so wide it won't fit past my cast to plug into phone!
2.0 out of 5 stars;Worked for a few days.;Worked for a little while, but now every time I plug my phone in it says moisture detected.  I can use a different and one and it does not say that.  I tried all 5 of these and they all make my phone say moisture detected.  Cannot use.
4.0 out of 5 stars;Good charger;Works just like it's supposed to. Durable than most chargers
5.0 out of 5 stars;I would but again;Better than buying from store and super good price on
5.0 out of 5 stars;College Student approved!;These do a great job! I have one in every room and they are totally worth it
3.0 out of 5 stars;LOOSE CONNECTION;They have a very loose connection , one didn’t work at all. You get what you pay for these are very cheap so expect cheap quality . Charge okay tho
5.0 out of 5 stars;Good cords;Doesn’t really fast charge but great value
3.0 out of 5 stars;Good for money but lacking durability;Data transfer stopped working with this specific cord since only a couple months of use.Charging still mostly works, but don't expect to get a lot of work out of it.
2.0 out of 5 stars;Worst charging cable ever;Those are the worst cable I bought in my life, at the beginning I was doubtful that the charging issues are from adapter but as soon as I tried another cable I became sure that the issue is the cable itself. I tried all the different ones received but they all have the same problem: they don't fit correctly into the USB-C port to be able to charge the phone you need to hold the cable by hand and this is while the phone is without the case. They definitely need to review the design, a long 10ft cable without the right sized port is not enough.I am planning to return these asap.
3.0 out of 5 stars;Durability;The length of was shorter than I expected that was my fault for not getting a longer size
1.0 out of 5 stars;Doesnt support fast charge, have tried with more than 1 phone;It looks nice and everything and it's long but becuase fast charging doesn't work for all 5 cables I got, it can take you a whole day for the phone to charge. So, waste of money.
4.0 out of 5 stars;Cord;Cord
3.0 out of 5 stars;Less that 3 weeks;Was very excited at first...less than 2 weeks in and 1 has gone out/not charging. We only started using 3 when we got these. So since 1 went out, we are now using a 4th.I'll update if more go out....
